SalePrice,id
183718.695655,1629
342467.510785,1630
232772.549081,1631
247089.121966,1632
177898.772324,1633
184847.44612,1634
174503.644378,1635
152413.630156,1636
201462.126388,1637
176430.929051,1638
192405.452237,1639
248239.300568,1640
184099.284025,1641
246270.447183,1642
210825.838373,1643
237386.916016,1644
196222.174005,1645
160966.019185,1646
160653.510824,1647
128665.313308,1648
140420.945598,1649
112561.057754,1650
125051.933024,1651
98455.5539741,1652
100785.588183,1653
143355.021091,1654
131374.343131,1655
138458.534742,1656
145777.023307,1657
143427.499974,1658
114400.870638,1659
155727.199748,1660
407090.348357,1661
394720.527269,1662
370608.502148,1663
474067.672819,1664
308530.792105,1665
337830.69208,1666
382521.83949,1667
351977.787471,1668
318022.292207,1669
350307.907322,1670
262186.364975,1671
409993.394871,1672
286074.999122,1673
239798.789742,1674
198371.290692,1675
196547.675406,1676
219404.726448,1677
429326.377315,1678
387161.73833,1679
322439.69269,1680
250442.752723,1681
322805.656397,1682
185309.068664,1683
176187.765918,1684
176621.875208,1685
167548.360574,1686
176705.255418,1687
188971.964563,1688
195787.023957,1689
199121.853206,1690
190038.68969,1691
267007.615897,1692
171619.201106,1693
184084.916987,1694
169556.144795,1695
258872.248143,1696
174264.091211,1697
341179.016916,1698
309653.05394,1699
257373.149245,1700
274601.458995,1701
235337.347361,1702
236224.689333,1703
273637.216856,1704
242895.105051,1705
401762.074581,1706
211562.335995,1707
202168.962761,1708
262682.762729,1709
219379.8478,1710
279899.291286,1711
248512.46374,1712
279469.939376,1713
223841.55834,1714
211395.470478,1715
183722.356539,1716
178812.401134,1717
137031.323324,1718
211308.261284,1719
242261.679381,1720
163368.758033,1721
125503.638933,1722
155689.002755,1723
201725.708631,1724
237194.459893,1725
190658.181373,1726
150965.855818,1727
175595.862149,1728
172624.920856,1729
158609.743063,1730
120107.137647,1731
122755.561366,1732
111933.146951,1733
120854.801609,1734
128076.627959,1735
105401.183969,1736
298750.130457,1737
262472.990081,1738
231173.842355,1739
200791.001537,1740
182815.537975,1741
173075.774634,1742
181851.546336,1743
318759.290289,1744
220053.210305,1745
187800.8388,1746
213591.068062,1747
213403.439926,1748
141911.688607,1749
123135.117899,1750
259257.923032,1751
114054.082276,1752
150643.868021,1753
192916.776427,1754
163810.733603,1755
126179.823695,1756
120124.858994,1757
147249.550262,1758
164406.176656,1759
166274.565158,1760
150626.798182,1761
181336.64887,1762
189231.269833,1763
111952.605876,1764
165955.381576,1765
191454.78148,1766
228979.288645,1767
138869.410135,1768
173264.043658,1769
153954.631251,1770
126462.54897,1771
131112.875901,1772
123888.769955,1773
141048.737969,1774
140890.427084,1775
131135.63723,1776
108489.671731,1777
138106.580055,1778
116950.665979,1779
181958.592052,1780
128080.496371,1781
84533.773136,1782
144050.39023,1783
109607.815386,1784
128494.628339,1785
137158.365714,1786
168993.917361,1787
60580.3697478,1788
99678.8395641,1789
76657.3307001,1790
180945.929552,1791
162861.131894,1792
127438.700141,1793
159029.752773,1794
132210.856903,1795
133779.261049,1796
115521.255085,1797
121545.059832,1798
111229.923716,1799
136621.61805,1800
125584.674855,1801
145481.370732,1802
148554.56098,1803
136284.38029,1804
135510.966043,1805
127118.173123,1806
140160.694024,1807
129746.616088,1808
125544.675759,1809
135090.331578,1810
95531.562999,1811
99080.3592024,1812
124736.650912,1813
94657.7438474,1814
54865.9616985,1815
101784.471873,1816
106737.068302,1817
140576.274735,1818
124356.244934,1819
52375.7305424,1820
120042.815707,1821
150267.37285,1822
46149.9925757,1823
130523.980966,1824
140050.490142,1825
103987.554075,1826
100125.396141,1827
136188.682847,1828
133838.118739,1829
137225.624791,1830
144470.078212,1831
74885.6305721,1832
140292.195211,1833
116071.642675,1834
117872.345258,1835
124377.961547,1836
87242.8690653,1837
127898.434929,1838
102143.791269,1839
140776.435669,1840
135318.538232,1841
92512.0268943,1842
126279.045413,1843
147476.467419,1844
143193.638328,1845
157150.958369,1846
170742.122667,1847
52086.4043018,1848
112076.408948,1849
114081.478535,1850
152607.896333,1851
125366.784296,1852
118538.126256,1853
159907.001434,1854
151975.86532,1855
228130.917681,1856
131002.956759,1857
132961.548658,1858
122009.922984,1859
144876.47226,1860
121242.193402,1861
320918.652624,1862
295781.626428,1863
295878.481627,1864
340286.745911,1865
328523.221616,1866
225117.855388,1867
281957.124813,1868
203614.056596,1869
224971.919333,1870
259145.843669,1871
176698.976556,1872
230836.004447,1873
157839.9625,1874
196718.057225,1875
201701.852948,1876
210063.879121,1877
207395.155449,1878
127029.724725,1879
130903.238014,1880
244038.350151,1881
238934.825494,1882
186286.114198,1883
203991.845956,1884
235388.586221,1885
282977.93929,1886
217304.88814,1887
268244.54854,1888
172440.884879,1889
112341.895796,1890
136393.652456,1891
93227.4965773,1892
125771.468334,1893
121203.991873,1894
129454.812272,1895
126184.136673,1896
113188.960743,1897
110789.719389,1898
165077.014535,1899
156130.882755,1900
170307.506623,1901
155876.866654,1902
221935.424438,1903
143191.406044,1904
200776.316079,1905
158474.92259,1906
212840.223109,1907
109336.350421,1908
133623.921774,1909
119349.235498,1910
226949.412299,1911
353614.91382,1912
141086.01746,1913
56339.2426815,1914
286952.956801,1915
67299.6161686,1916
240101.081367,1917
139904.736494,1918
190957.21322,1919
160789.149891,1920
357300.265327,1921
314139.717463,1922
242464.058683,1923
213732.064408,1924
196656.167048,1925
353907.672322,1926
130888.681118,1927
158749.17577,1928
124944.891699,1929
136293.419967,1930
142024.252102,1931
141775.216556,1932
186581.009947,1933
182891.170113,1934
170982.61737,1935
197572.757715,1936
186035.92271,1937
171654.149963,1938
241839.157244,1939
196252.581329,1940
169637.522401,1941
184768.048174,1942
219138.902223,1943
372046.819433,1944
399716.123613,1945
132213.52329,1946
314831.276571,1947
166156.786992,1948
250249.524137,1949
191399.202631,1950
240645.347793,1951
203960.319035,1952
165185.922457,1953
183922.350681,1954
137167.78203,1955
299720.875724,1956
153857.188757,1957
287329.956186,1958
148116.758258,1959
115620.175767,1960
118563.122724,1961
99057.0997654,1962
106818.454652,1963
104828.176396,1964
139418.352655,1965
135274.804263,1966
295209.903006,1967
408465.083068,1968
381263.497356,1969
395324.756268,1970
459525.437264,1971
370609.49602,1972
272327.710063,1973
336903.255804,1974
499160.420085,1975
274776.926523,1976
349061.949866,1977
341312.011365,1978
319173.770648,1979
206069.869648,1980
335040.18923,1981
220117.789577,1982
207265.562184,1983
172349.880475,1984
226721.049912,1985
205872.38013,1986
185030.791302,1987
174474.401222,1988
192789.333923,1989
207425.320594,1990
229902.254191,1991
216363.437675,1992
168620.135587,1993
225032.261921,1994
182676.909107,1995
248643.011496,1996
318363.118321,1997
305928.207596,1998
291342.339344,1999
322230.351683,2000
281914.42714,2001
239294.614284,2002
251243.560244,2003
283770.09282,2004
228577.040491,2005
222455.222629,2006
252889.130278,2007
209022.615355,2008
198533.873327,2009
196499.752331,2010
143935.082886,2011
174330.604246,2012
177969.570312,2013
184340.604878,2014
207364.411679,2015
191975.534279,2016
193156.870692,2017
113111.220119,2018
133062.15538,2019
102545.331412,2020
99221.1697291,2021
185002.088852,2022
146006.851125,2023
282330.379079,2024
349783.237946,2025
173302.337054,2026
161800.294157,2027
154219.363239,2028
166419.04468,2029
262710.001904,2030
232800.126521,2031
255466.274556,2032
252237.426987,2033
176815.996258,2034
224176.939853,2035
201765.75468,2036
210146.364899,2037
337902.240683,2038
230858.227418,2039
279142.253798,2040
312306.35558,2041
210948.653866,2042
177070.150959,2043
179354.023406,2044
212952.67394,2045
148195.4162,2046
145464.307377,2047
141978.85591,2048
146446.608474,2049
175520.983149,2050
104103.599948,2051
124014.486348,2052
148793.521166,2053
93105.6989402,2054
159001.964619,2055
154588.548818,2056
110962.223946,2057
215542.945543,2058
131856.737752,2059
175687.038637,2060
171752.694454,2061
125785.99634,2062
117233.009004,2063
136113.814709,2064
120725.349447,2065
167242.46831,2066
113828.386608,2067
148537.355576,2068
88533.7716623,2069
121339.402193,2070
95079.399955,2071
143245.650179,2072
130917.122647,2073
185741.141994,2074
149705.231849,2075
116684.878791,2076
150926.318835,2077
123338.110395,2078
137631.135076,2079
116181.674495,2080
126528.038658,2081
120530.429134,2082
150865.408052,2083
105190.815426,2084
111680.454935,2085
120835.833108,2086
122589.649391,2087
95322.4195102,2088
77377.4459159,2089
121597.843054,2090
106735.750508,2091
121187.160256,2092
117181.673487,2093
109445.601983,2094
152487.808687,2095
86724.4888709,2096
99624.9439617,2097
150045.240793,2098
51922.9123695,2099
77856.1061163,2100
117431.166734,2101
129144.822656,2102
105454.104921,2103
142463.844772,2104
130206.257098,2105
65858.2692332,2106
176644.243823,2107
117256.329323,2108
110289.411581,2109
132408.202096,2110
136579.94843,2111
137197.971955,2112
122539.030321,2113
123961.969905,2114
162201.938557,2115
115999.415958,2116
150303.26742,2117
130301.117419,2118
115695.345334,2119
113479.260883,2120
100964.684976,2121
117139.512974,2122
82812.5603413,2123
155226.437411,2124
122695.072606,2125
148505.763525,2126
162523.852897,2127
126967.78511,2128
91733.383859,2129
134822.519224,2130
142458.229016,2131
112956.594706,2132
122352.420802,2133
121604.484098,2134
97742.54982,2135
82242.9880595,2136
103403.657633,2137
132348.025873,2138
151892.691419,2139
140525.562891,2140
176827.861299,2141
125823.156699,2142
147598.882423,2143
119456.321342,2144
139007.186374,2145
174837.878238,2146
145048.063834,2147
136341.336447,2148
154725.478059,2149
238120.497097,2150
116864.514018,2151
170944.303568,2152
155961.260737,2153
99746.3663121,2154
144912.975277,2155
253824.767226,2156
224428.777486,2157
241422.774311,2158
218983.751387,2159
184172.018788,2160
234344.862917,2161
368001.772313,2162
328269.758693,2163
253202.376559,2164
212161.131533,2165
161522.335494,2166
217614.549565,2167
189214.077354,2168
196799.919283,2169
214936.984731,2170
162508.001079,2171
131721.62305,2172
176521.583881,2173
218208.714139,2174
283898.746028,2175
309273.59062,2176
232011.82131,2177
213772.726847,2178
134434.684298,2179
213170.079318,2180
193965.626572,2181
226843.170224,2182
192328.187726,2183
117554.242766,2184
133574.587039,2185
144753.207611,2186
151895.055553,2187
154942.851272,2188
273317.755762,2189
79836.6662103,2190
80528.2701944,2191
84326.9657334,2192
112013.169054,2193
99065.4370494,2194
100879.407374,2195
103392.290744,2196
116652.576763,2197
157121.193496,2198
181787.773403,2199
153121.402605,2200
146831.208579,2201
226050.400636,2202
132743.018305,2203
172381.380435,2204
118520.633067,2205
138483.260516,2206
219614.445428,2207
285849.85782,2208
244807.323804,2209
120907.843926,2210
120998.096578,2211
121527.755944,2212
105181.851029,2213
137179.715435,2214
101374.788174,2215
144353.999035,2216
63358.3182309,2217
70068.8860091,2218
66370.5785767,2219
64050.3682647,2220
288063.892436,2221
271213.240348,2222
285214.200934,2223
210033.18577,2224
119214.566844,2225
177219.356151,2226
190647.911233,2227
266688.683728,2228
249949.909891,2229
153277.786734,2230
207494.152909,2231
178533.142096,2232
183869.613396,2233
242694.828309,2234
218368.753466,2235
250875.777485,2236
298677.370053,2237
201205.102377,2238
110137.704342,2239
153232.484677,2240
152183.054151,2241
122941.305324,2242
135775.882157,2243
107347.290916,2244
103403.956848,2245
143851.920734,2246
123518.576512,2247
122266.055423,2248
115096.27662,2249
128277.252517,2250
105726.682499,2251
184060.758868,2252
155620.606026,2253
186304.614299,2254
184524.644952,2255
176714.320731,2256
208839.669568,2257
157930.202074,2258
173421.379156,2259
158839.579359,2260
201052.675095,2261
214549.843202,2262
383982.994129,2263
467706.818051,2264
178016.692953,2265
316057.004507,2266
361520.420581,2267
433175.263152,2268
153562.283616,2269
204052.6018,2270
209447.623717,2271
195069.173297,2272
163520.248289,2273
182200.524272,2274
150285.288517,2275
186168.227305,2276
177905.435074,2277
154307.138965,2278
125708.8257,2279
120755.721225,2280
164801.018542,2281
183769.391949,2282
110762.289827,2283
113721.918881,2284
137932.760014,2285
122765.523205,2286
372069.865912,2287
276927.947466,2288
358724.419354,2289
433417.515051,2290
338993.204441,2291
453003.467371,2292
459016.701854,2293
395230.474857,2294
472346.24373,2295
275366.094231,2296
356828.840569,2297
343367.655185,2298
341239.694418,2299
336351.941845,2300
324619.194041,2301
257044.891221,2302
253137.055279,2303
249805.658513,2304
198277.092981,2305
193518.38622,2306
203769.115778,2307
230088.922864,2308
288204.286188,2309
212043.346047,2310
205399.048201,2311
174016.238835,2312
171043.446843,2313
173060.436702,2314
182637.927445,2315
199965.693426,2316
191954.617132,2317
178698.686807,2318
184154.269153,2319
185917.146624,2320
236753.015146,2321
180941.739231,2322
202110.21212,2323
191275.33928,2324
215444.595487,2325
181511.817172,2326
201044.649587,2327
221733.69709,2328
195179.019024,2329
182137.715831,2330
335065.423711,2331
401017.303637,2332
322069.744611,2333
259236.632141,2334
296288.79119,2335
305881.121415,2336
196714.893282,2337
259695.547654,2338
226004.864059,2339
385625.935722,2340
210385.570742,2341
240398.660641,2342
234508.773575,2343
223137.975292,2344
231966.887019,2345
215159.623923,2346
198820.626082,2347
247723.706481,2348
184788.491072,2349
321272.421124,2350
254359.519025,2351
255106.158667,2352
235654.726798,2353
140413.262324,2354
146604.052498,2355
152461.069498,2356
187498.50627,2357
200915.961907,2358
134460.42706,2359
115900.205555,2360
146888.755847,2361
259090.379689,2362
140217.92215,2363
156965.127864,2364
217889.669157,2365
187935.729086,2366
216621.636886,2367
213107.421691,2368
211329.060472,2369
167184.445515,2370
166958.295862,2371
192711.73663,2372
289582.968071,2373
325096.867389,2374
247985.351399,2375
270128.178941,2376
324009.127138,2377
146764.38765,2378
196812.284105,2379
150522.072044,2380
170658.976212,2381
214964.925645,2382
203200.694594,2383
243381.705688,2384
160330.890327,2385
132682.190599,2386
137690.543243,2387
107569.590094,2388
115709.189409,2389
149604.657193,2390
147557.644347,2391
112566.171958,2392
170193.556535,2393
142812.850927,2394
217340.73419,2395
144409.328467,2396
224599.418833,2397
133066.151299,2398
70096.9562269,2399
67040.4343122,2400
123483.985966,2401
139630.165726,2402
149819.548347,2403
157097.501995,2404
157775.147836,2405
138720.36627,2406
124118.252401,2407
151937.442816,2408
118145.453782,2409
172481.760088,2410
112787.797268,2411
157887.69594,2412
128162.949126,2413
168016.66694,2414
132982.816853,2415
128758.858099,2416
129496.646231,2417
134295.510759,2418
124476.006172,2419
123242.692061,2420
143955.023733,2421
104345.702387,2422
115738.087797,2423
167059.867318,2424
185435.824199,2425
127262.502126,2426
133367.24531,2427
181291.531604,2428
111050.015766,2429
131990.593474,2430
107514.233742,2431
148214.265769,2432
146550.147649,2433
137719.511741,2434
152594.781313,2435
102982.903178,2436
99659.0208567,2437
120889.030503,2438
105030.315063,2439
124278.775978,2440
93685.8139218,2441
96144.8339936,2442
129052.151927,2443
132555.485111,2444
92745.1753512,2445
133693.978609,2446
178976.020618,2447
124678.955595,2448
113274.557675,2449
158913.918497,2450
116478.614013,2451
191068.546765,2452
92939.1373541,2453
116733.633418,2454
124084.495664,2455
135345.859033,2456
141724.015674,2457
133216.997348,2458
107194.482955,2459
142231.563874,2460
132587.996,2461
134045.942536,2462
124478.614016,2463
168336.941945,2464
148915.805029,2465
117045.372621,2466
126854.105667,2467
83696.4947209,2468
81783.52441,2469
198083.096868,2470
221744.542514,2471
162299.899461,2472
115499.985537,2473
74500.1637838,2474
215243.25528,2475
114279.097636,2476
126402.007682,2477
153668.679676,2478
105674.332822,2479
157985.783025,2480
120138.422665,2481
123786.258268,2482
109826.322277,2483
123346.264625,2484
123968.124135,2485
147488.438646,2486
161725.59396,2487
167170.336075,2488
157686.7659,2489
143182.521148,2490
94096.0064515,2491
202230.036924,2492
162827.245115,2493
150831.200359,2494
89683.5411474,2495
242020.722885,2496
150569.960612,2497
104754.428808,2498
84412.5304893,2499
116596.616857,2500
136045.308952,2501
143333.400301,2502
98848.322634,2503
169987.069179,2504
231804.158812,2505
245499.475837,2506
272842.630076,2507
245980.404819,2508
220883.866738,2509
219740.477413,2510
174291.060304,2511
210759.712713,2512
227012.829618,2513
272222.685588,2514
149914.243174,2515
182301.161959,2516
152362.342075,2517
156161.297327,2518
240175.019735,2519
222535.256117,2520
188165.071995,2521
223554.836056,2522
119962.603391,2523
137887.8981,2524
148054.195037,2525
139418.684216,2526
119960.971509,2527
127441.000898,2528
134877.408839,2529
132990.517427,2530
257033.730946,2531
225330.358863,2532
193400.167774,2533
234709.810815,2534
282847.952858,2535
233686.411104,2536
244127.669815,2537
182893.356841,2538
190686.325924,2539
179669.768452,2540
181885.564945,2541
163596.810096,2542
116020.081416,2543
119267.367886,2544
141251.212966,2545
118901.89899,2546
138238.75108,2547
151540.309252,2548
152764.640725,2549
652060.26884,2550
141006.55202,2551
126666.450359,2552
76162.2252759,2553
94653.0791063,2554
115345.199066,2555
95358.763714,2556
104772.911047,2557
141269.191375,2558
143377.408179,2559
156393.147457,2560
146595.703815,2561
141395.144234,2562
151283.649997,2563
199102.798765,2564
136188.678406,2565
156933.366604,2566
143545.20838,2567
208874.236425,2568
235217.679801,2569
118249.736229,2570
191121.295211,2571
150348.622434,2572
233537.916738,2573
303408.363751,2574
131963.731716,2575
118883.962959,2576
149016.189752,2577
83141.0142471,2578
62620.9950309,2579
86339.1766528,2580
93222.206323,2581
105363.772807,2582
267338.126332,2583
184962.032011,2584
188337.650338,2585
223673.218971,2586
199698.168432,2587
131589.255853,2588
150059.024684,2589
196455.131172,2590
239411.636874,2591
210213.343972,2592
250742.434498,2593
186987.574006,2594
207756.913197,2595
278573.881216,2596
186016.206991,2597
280217.76025,2598
337904.628274,2599
148993.03487,2600
140203.725391,2601
86094.169705,2602
93608.4834462,2603
92103.9169322,2604
84992.2461587,2605
143071.356498,2606
200755.962426,2607
199480.286948,2608
175531.365634,2609
110378.901746,2610
121149.922569,2611
165762.934934,2612
127485.071663,2613
121633.145744,2614
151444.173672,2615
145703.110342,2616
179466.063146,2617
195019.877139,2618
198924.187165,2619
187245.774395,2620
174242.183319,2621
177500.58114,2622
237802.055453,2623
300618.405769,2624
283822.850929,2625
174657.595892,2626
167713.047164,2627
483877.161962,2628
497766.976577,2629
392087.011257,2630
471676.740554,2631
410930.837131,2632
315064.545357,2633
444494.936004,2634
161093.355596,2635
170954.883386,2636
181095.515126,2637
253134.172107,2638
192906.587126,2639
152139.230655,2640
103406.103255,2641
188160.534147,2642
104859.277011,2643
115169.324931,2644
111825.860572,2645
95253.7697031,2646
104754.625151,2647
139852.167794,2648
159432.812518,2649
132496.774079,2650
137260.849519,2651
392159.790033,2652
257047.94833,2653
260824.211343,2654
404488.997876,2655
325545.416136,2656
349566.641627,2657
310641.012671,2658
310741.225479,2659
365816.11623,2660
356396.161794,2661
371969.342682,2662
289728.665071,2663
282216.718634,2664
333392.008402,2665
282851.674776,2666
171294.296052,2667
177646.984216,2668
183972.070479,2669
270846.876053,2670
188603.702231,2671
194688.349039,2672
196526.395473,2673
191154.256588,2674
171744.881696,2675
195867.255411,2676
200985.337023,2677
244998.043695,2678
282195.307885,2679
291810.615518,2680
399196.544179,2681
317856.18616,2682
505011.823713,2683
322821.312614,2684
323160.671092,2685
237121.495188,2686
302483.630331,2687
215285.138995,2688
209882.631141,2689
393094.119657,2690
192404.521369,2691
144172.223144,2692
201350.537612,2693
139646.71067,2694
193490.369301,2695
185506.411388,2696
184825.831166,2697
196761.589657,2698
170202.83133,2699
153884.579364,2700
152398.247267,2701
112558.972666,2702
131386.051751,2703
140030.729665,2704
111687.274017,2705
110182.387697,2706
122231.01897,2707
130994.426309,2708
105020.064653,2709
126194.703256,2710
256725.031722,2711
387419.170961,2712
167332.438384,2713
151600.597565,2714
170393.786419,2715
148032.689313,2716
194002.501332,2717
214677.11958,2718
149913.207836,2719
173882.581853,2720
128030.38229,2721
158967.8361,2722
139403.196816,2723
123835.361037,2724
128421.586856,2725
147307.504783,2726
174601.551106,2727
189899.57728,2728
149345.452408,2729
147697.593003,2730
133445.683987,2731
137126.795854,2732
159160.885139,2733
139148.173279,2734
132879.094389,2735
132685.893131,2736
120779.378441,2737
139289.871467,2738
156533.340394,2739
134562.335606,2740
145833.488131,2741
153706.470319,2742
159635.696953,2743
163722.163195,2744
142008.561427,2745
136247.405237,2746
152275.540584,2747
131747.493632,2748
127614.859489,2749
128199.366277,2750
133700.144746,2751
207759.739232,2752
144521.95584,2753
199781.117691,2754
138407.763211,2755
98145.500324,2756
75308.499672,2757
90249.4341587,2758
167401.83021,2759
120121.995191,2760
139362.126078,2761
143196.328596,2762
185966.804398,2763
148617.041197,2764
288800.198849,2765
130041.825086,2766
87898.8325511,2767
129596.389559,2768
131877.994739,2769
139527.495417,2770
104521.982291,2771
108516.173237,2772
165638.198196,2773
141415.971631,2774
114264.20753,2775
144230.684365,2776
144635.649002,2777
107320.86942,2778
124859.606507,2779
97502.4875955,2780
95758.6180089,2781
99233.3584784,2782
95537.497441,2783
119055.102031,2784
138243.332004,2785
66908.7798993,2786
129751.677308,2787
74226.3406557,2788
163612.014989,2789
95895.5436806,2790
108436.284575,2791
55160.6110778,2792
161109.285915,2793
99299.248993,2794
122073.793332,2795
97640.6835223,2796
195446.965108,2797
106777.878594,2798
118128.448989,2799
70730.2530348,2800
112788.938538,2801
128555.798829,2802
168454.981032,2803
126920.106819,2804
98164.683268,2805
83902.3349231,2806
162410.469048,2807
144127.477293,2808
130674.834659,2809
123930.493152,2810
160036.008714,2811
171775.212835,2812
158591.093017,2813
162457.736828,2814
95772.372881,2815
228714.269324,2816
154420.441026,2817
129721.037718,2818
171625.090983,2819
138250.010915,2820
103115.383778,2821
194871.187578,2822
296070.024936,2823
161777.221825,2824
143090.417265,2825
128011.399034,2826
136911.775802,2827
224035.655742,2828
230096.16056,2829
221488.594821,2830
176119.641771,2831
235461.051916,2832
307384.597806,2833
224644.659115,2834
229151.94945,2835
191178.995313,2836
163023.866317,2837
152312.930345,2838
167889.922196,2839
205376.447426,2840
205604.418566,2841
233066.688424,2842
150535.686706,2843
181599.747514,2844
129819.590461,2845
208817.403787,2846
213189.976997,2847
217582.808813,2848
196783.776484,2849
275104.158129,2850
211367.598615,2851
238711.022217,2852
239166.553091,2853
135947.489801,2854
203078.169087,2855
200396.317841,2856
191582.994853,2857
208579.05976,2858
106785.555708,2859
118308.036928,2860
124402.302657,2861
184484.260325,2862
129039.367063,2863
234286.86679,2864
143687.096949,2865
141647.094503,2866
99570.0879693,2867
98079.30564,2868
90013.7285855,2869
118775.448151,2870
84918.6245538,2871
49801.9419932,2872
94636.0259808,2873
137588.779887,2874
115263.181094,2875
163646.764863,2876
146850.153718,2877
165769.747497,2878
137369.581864,2879
104844.723988,2880
141228.05186,2881
177890.095899,2882
195204.231309,2883
203929.373736,2884
185628.867737,2885
234365.015565,2886
101134.917009,2887
144753.130281,2888
61044.3883963,2889
79982.7952291,2890
136283.857732,2891
43273.6189811,2892
73904.4946119,2893
57118.4545196,2894
332105.947922,2895
271897.221147,2896
210529.08451,2897
153235.639924,2898
211068.775963,2899
158985.062548,2900
211821.378237,2901
185792.378985,2902
322504.108653,2903
337755.899551,2904
85889.7676242,2905
201780.674801,2906
115146.362502,2907
128914.829052,2908
158301.189806,2909
76684.2021726,2910
83753.0878046,2911
149952.089529,2912
83067.7115359,2913
80796.0626378,2914
89162.0140252,2915
85423.6210018,2916
167960.751675,2917
118436.817067,2918
226329.902312,2919
